no,stage,x,y,z,tbxta,sox2,sp5l,cdh6
1,18ss,173.864,67.74,51.207,6.23488,23,1.53707,2.1984
1,18ss,173.836,75.3446,56.0843,6.01596,24,2.96403,1.69514
1,18ss,185.533,71.5937,57.1822,2.65631,19,0.818242,0.998678
1,18ss,155.139,82.8005,50.9052,9.09505,24,2.72535,2.2104
1,18ss,156.338,91.0304,50.7724,10.2968,28,3.55003,2.53532
1,18ss,148.927,93.1775,51.0395,9.98886,27,2.70972,2.35441
1,18ss,159.85,92.8007,57.0242,13.6609,34,2.25756,2.66456
1,18ss,151.385,94.9975,56.2452,6.01637,26,2.01399,1.65312
1,18ss,158.831,85.8886,59.0742,8.50361,29,3.06101,1.9381
1,18ss,167.825,85.5366,54.7098,6.45962,25,2.33024,1.85941
1,18ss,170.951,92.2941,53.6829,8.30477,28,3.15845,2.33013
1,18ss,171.235,89.6144,59.9026,5.9005,27,2.02815,1.64178
1,18ss,179.713,85.1999,51.0745,8.06433,27,2.04915,2.99786
1,18ss,181.213,91.2375,51.4222,12.1339,27,2.24486,2.98821
1,18ss,185.785,85.9079,57.4543,3.37559,28,1.08526,1.38348
1,18ss,91.157,113.872,50.3505,9.73671,43,2.50318,3.07326
1,18ss,132.678,99.6747,50.9099,16.6242,27,3.78777,3.19447
1,18ss,137.754,100.123,34.8217,23.2166,44,5.75826,6.71531
1,18ss,133.797,108.14,37.7888,23.94,36,6.03849,4.57304
1,18ss,133.734,96.7527,37.9776,19.0478,25,5.88704,3.94139
1,18ss,139.338,105.706,38.4952,24.0634,68,5.6725,5.81133
1,18ss,144.14,97.7553,39.6123,18.6292,36,4.06005,4.96608
1,18ss,134.762,102.636,39.0848,19.2876,33,4.94947,3.99266
1,18ss,142.929,102.709,41.0407,17.7196,47,5.45579,4.76541
1,18ss,138.888,98.428,44.9202,19.6877,64,5.36836,4.25823
1,18ss,146.061,109.593,45.0104,18.4581,35,5.83353,4.2011
1,18ss,139.689,107.162,48.6459,17.6638,35,3.80468,3.51948
1,18ss,142.99,99.3018,49.0196,15.5363,40,4.70529,3.56428
1,18ss,134.801,103.629,50.0232,18.1432,29,4.27124,3.42727
1,18ss,135.588,109.584,50.1363,22.6625,23,4.69795,4.08893
1,18ss,149.559,99.3814,36.4787,16.3863,30,3.58182,3.80685
1,18ss,157.524,96.2504,38.175,20.1235,34,6.26179,4.01467
1,18ss,149.674,105.543,39.682,18.1009,52,5.71307,4.24121
1,18ss,158.854,107.14,39.4708,17.1019,34,4.53471,4.14414
1,18ss,153.109,98.1061,40.2259,16.6369,33,4.50233,3.32826
1,18ss,149.425,101.663,43.7643,13.7567,31,3.96892,3.20364
1,18ss,158.515,96.3286,44.2204,14.4309,30,4.52076,3.21366
1,18ss,152.748,107.374,45.2287,11.7357,28,3.62966,3.26944
1,18ss,154.76,100.986,48.5941,9.24058,30,2.80109,2.44967
1,18ss,157.682,109.1,49.316,10.2143,30,3.63499,2.74947
1,18ss,164.725,107.927,36.5979,10.8308,42,4.45146,3.43984
1,18ss,171.825,96.9956,40.9401,16.9483,68,4.90767,4.48491
1,18ss,171.479,109.094,41.3407,23.3678,140,5.08334,6.94965
1,18ss,165.947,103.212,41.9548,14.3695,64,6.29163,4.15779
1,18ss,163.599,107.053,45.6647,24.0805,48,5.44619,6.09302
1,18ss,169.439,98.5646,48.0062,10.2742,32,3.74925,2.76646
1,18ss,159.756,97.2193,49.172,14.21,30,2.78438,3.25505
1,18ss,172.23,99.6815,34.8262,23.6772,97,6.94335,6.09742
1,18ss,178.761,109.226,36.9837,17.172,52,3.63636,4.34592
1,18ss,183.791,100.862,37.8696,17.4789,57,5.09522,9.03789
1,18ss,178.288,103.75,39.9335,17.6853,42,4.05159,4.37662
1,18ss,173.73,102.704,43.7065,15.216,33,3.96754,3.66063
1,18ss,180.917,96.4364,43.6352,22.3608,81,3.57053,6.07726
1,18ss,180.723,106.999,43.8126,16.2695,52,3.036,4.58686
1,18ss,181.878,100.189,46.7423,19.6282,55,3.27979,5.04564
1,18ss,181.94,106.129,49.4232,14.3773,80,3.37424,5.94895
1,18ss,190.464,102.488,35.7336,2.89229,30,1.31716,1.82374
1,18ss,196.773,98.0602,36.6231,2.36284,32,1.33304,1.86748
1,18ss,191.347,107.042,41.5193,2.7511,36,1.2367,1.85177
1,18ss,193.63,99.2638,41.2627,2.66309,35,1.34037,1.80128
1,18ss,188.63,96.364,43.505,14.3263,57,2.69451,11.1935
1,18ss,189.42,109.284,47.4928,3.04401,28,1.39526,1.59419
1,18ss,194.028,104.999,50.5624,2.0865,29,1.00888,1.39713
1,18ss,95.0959,121.976,39.494,14.1035,35,2.0368,3.55795
1,18ss,103.441,114.427,40.0977,18.9239,29,2.82068,4.17357
1,18ss,98.1903,116.017,43.4701,16.3022,29,2.23419,3.59026
1,18ss,103.451,122.481,48.179,13.3585,28,1.87916,3.08869
1,18ss,99.3277,121.813,50.6238,16.2004,28,1.69912,3.53031
1,18ss,118.709,118.739,38.1732,24.4672,31,4.61575,4.96451
1,18ss,108.385,122.748,38.0132,19.3128,38,2.6584,4.14609
1,18ss,120.235,112.562,39.4145,27.8096,33,5.54827,5.26034
1,18ss,111.864,111.075,40.9556,22.8157,26,3.60453,4.17589
1,18ss,107.889,119.349,44.0285,19.7337,29,2.75663,3.98814
1,18ss,115.708,111.194,49.4881,16.5306,21,3.61118,3.44941
1,18ss,118.526,113.613,50.6521,20.1177,36,3.85142,3.58358
1,18ss,131.067,123.835,36.3531,28.3834,38,7.11481,5.41353
1,18ss,129.872,117.702,37.3301,30.6356,35,8.27546,5.74146
1,18ss,123.725,117.267,37.2113,25.5704,31,6.04422,4.97899
1,18ss,126.289,121.426,37.3717,27.3855,38,5.86409,5.57833
1,18ss,132.187,112.278,40.0198,23.5613,39,6.74145,4.45732
1,18ss,126.532,114.864,40.5182,24.0901,35,5.80494,4.51123
1,18ss,124.839,110.901,48.7853,25.0988,24,5.52356,4.4795
1,18ss,130.463,113.817,47.8396,19.2222,24,4.67405,3.5
1,18ss,124.173,117.787,50.7367,18.3275,28,3.29784,3.61532
1,18ss,132.514,124.096,49.6518,30.6682,27,5.34226,5.39807
1,18ss,141.304,111.564,34.208,19.8353,92,7.75733,5.08701
1,18ss,145.06,122.862,34.3904,9.92336,54,10.3549,4.06163
1,18ss,141.442,117.828,37.9746,20.7814,34,5.49224,5.90488
1,18ss,137.005,121.048,39.845,29.8162,36,6.36008,5.73307
1,18ss,133.762,119.232,40.5592,24.529,30,6.30119,4.67485
1,18ss,136.841,114.841,42.0558,29.1492,26,6.14246,5.37549
1,18ss,142.772,122.798,42.7501,22.1572,75,7.43801,6.75981
1,18ss,142.882,112.871,44.1805,20.1763,37,5.08283,5.3524
1,18ss,141.12,117.606,50.5872,15.5577,41,5.01764,4.27162
1,18ss,151.523,116.581,34.2639,19.0407,52,7.69338,5.76454
1,18ss,157.796,113.051,35.6866,12.3059,43,3.74472,3.68634
1,18ss,148.151,112.219,37.1474,25.7287,67,8.83007,6.40902
1,18ss,154.899,123.266,39.4442,13.4043,146,10.6322,5.67207
1,18ss,152.744,112.65,41.6011,17.0633,54,7.18293,4.19306
1,18ss,147.126,117.779,42.3043,13.807,48,8.81478,4.23629
1,18ss,155.052,117.148,44.3378,15.6265,38,7.35426,5.57432
1,18ss,148.126,121.851,45.623,10.076,37,6.61778,3.55452
1,18ss,154.291,113.447,47.2538,9.87937,31,3.3474,2.82143
1,18ss,157.854,121.786,46.2253,16.0655,32,6.74132,7.4898
1,18ss,148.765,116.64,50.7103,8.30731,34,3.99674,3.0448
1,18ss,171.419,123.739,37.5395,18.2299,103,8.03507,7.85916
1,18ss,169.504,113.935,38.374,21.3953,57,6.02908,5.18979
1,18ss,161.974,113.707,39.893,25.0553,40,6.26021,6.87788
1,18ss,163.613,120.544,40.6999,19.1524,43,8.7148,5.28596
1,18ss,166.037,116.821,44.6372,17.8729,92,6.74785,5.88068
1,18ss,160.959,111.793,45.1836,21.0486,31,4.93252,5.99642
1,18ss,169.997,111.813,47.4861,15.3174,47,5.00869,4.53699
1,18ss,170.666,119.019,49.1027,12.265,53,6.19868,7.14395
1,18ss,180.462,114.819,37.6416,20.3162,100,4.7607,7.21874
1,18ss,173.692,118.667,37.8878,24.9555,118,5.96201,10.7162
1,18ss,177.252,115.55,42.2997,17.638,136,4.94145,6.22178
1,18ss,172.953,123.552,43.2864,19.1737,105,6.31566,12.0526
1,18ss,179.82,122.252,43.7232,14.7094,124,4.84606,10.4076
1,18ss,182.278,115.822,44.5143,17.3365,50,5.74587,9.53927
1,18ss,174.829,113.451,45.9186,22.5197,70,5.64477,7.37689
1,18ss,181.911,110.768,46.8529,15.3007,44,4.98856,8.22875
1,18ss,178.38,120.015,48.7521,14.5778,109,4.51806,13.0435
1,18ss,185.953,119.488,36.562,3.3714,40,1.68773,2.14604
1,18ss,187.661,111.85,37.1437,3.37482,36,1.52235,2.00114
1,18ss,188.348,117.943,42.2293,3.08343,36,1.60727,2.00228
1,18ss,193.611,113.122,45.0757,2.07341,31,1.11991,1.45722
1,18ss,186.034,119.773,49.1364,3.17649,35,1.34221,2.01617
1,18ss,91.8517,130.849,39.4283,21.6554,39,2.11301,4.9907
1,18ss,92.0187,125.071,42.4565,19.5608,46,2.01461,4.49464
1,18ss,92.2585,131.119,50.2973,14.0225,28,1.7569,3.36493
1,18ss,97.9582,134.074,35.7149,20.9522,87,2.70836,5.38097
1,18ss,104.16,126.963,37.3555,19.1091,39,2.2003,4.34811
1,18ss,100.402,125.825,38.0745,13.6575,35,2.24664,3.54979
1,18ss,106.203,136.544,41.1968,17.3172,66,3.4653,4.93182
1,18ss,101.256,136.739,41.8003,16.1879,50,2.55178,4.85232
1,18ss,100.34,131.574,43.6955,17.3353,30,2.08685,4.03042
1,18ss,96.1386,127.152,45.5283,16.7172,32,1.81781,3.66903
1,18ss,107.095,130.002,46.5782,25.3486,37,2.22147,4.73654
1,18ss,96.9219,122.893,47.4403,15.9018,33,1.73661,3.72162
1,18ss,119.602,127.424,37.0973,28.9937,34,5.2221,5.69257
1,18ss,112.356,126.56,37.839,18.7381,35,3.03326,4.18056
1,18ss,115.926,137.626,40.0241,29.6001,90,5.77127,6.47996
1,18ss,109.286,135.945,44.8966,23.6117,63,2.56821,5.00601
1,18ss,114.14,135.251,46.9208,19.9958,32,2.46958,4.34384
1,18ss,114.815,125.797,49.2781,18.7806,29,3.39643,3.58402
1,18ss,129.172,134.644,34.4442,13.4448,117,4.92246,7.02362
1,18ss,121.547,131.665,34.8361,24.114,53,5.48247,5.46017
1,18ss,132.269,128.228,39.4415,32.3189,37,7.48087,6.26471
1,18ss,129.985,132.731,41.0317,27.9128,33,5.86544,5.85567
1,18ss,125.036,130.882,43.9227,20.5462,32,4.27634,4.41191
1,18ss,128.205,137.732,44.5392,25.8773,37,5.42818,5.55366
1,18ss,122.195,125.553,48.4711,22.291,30,3.70842,4.19391
1,18ss,126.28,124.826,49.059,19.4422,26,3.69051,3.77593
1,18ss,133.179,136.428,48.5705,23.4283,63,6.48006,5.06044
1,18ss,141.974,135.062,35.8347,11.4931,103,8.66078,6.55166
1,18ss,137.432,125.099,37.5766,33.8749,35,7.09873,6.65108
1,18ss,145.113,129.318,38.1708,11.445,44,8.40686,5.26611
1,18ss,137.384,134.942,38.1314,21.3163,107,6.27168,6.71326
1,18ss,136.647,130.28,37.737,33.714,49,6.63096,7.43905
1,18ss,142.001,128.2,41.7888,28.4714,60,7.06334,6.87607
1,18ss,138.391,125.426,45.6339,29.7184,38,6.33561,6.04278
1,18ss,140.3,135.508,45.4442,18.6102,78,5.6217,7.16042
1,18ss,143.329,135.787,48.4882,7.52137,70,7.21433,3.97619
1,18ss,153.255,134.974,34.3139,10.7313,83,12.3007,8.78013
1,18ss,151.904,126.477,35.3696,11.0457,64,9.43981,5.64644
1,18ss,157.597,128.543,35.8064,14.4799,67,11.0541,9.20364
1,18ss,153.515,132.871,41.658,9.80179,71,11.9425,7.68033
1,18ss,149.531,136.869,40.6041,6.40713,107,8.12678,6.12927
1,18ss,148.142,125.428,41.3908,9.28609,52,7.06009,4.08642
1,18ss,158.749,134.095,44.0746,13.9978,65,8.52266,7.3906
1,18ss,149.943,130.443,43.8342,8.50349,59,9.94685,5.74799
1,18ss,153.552,126.128,48.3681,10.1957,72,6.67544,7.68433
1,18ss,149.269,127.005,50.3834,8.85491,72,8.65123,4.74684
1,18ss,166.744,138.039,35.4128,12.1337,84,8.43395,7.42955
1,18ss,166.885,132.857,35.7018,17.6962,99,9.21335,10.2895
1,18ss,162.751,124.937,35.9713,21.6701,94,11.3148,8.68127
1,18ss,160.945,133.665,36.6091,13.6012,137,11.8256,15.069
1,18ss,162.493,130.214,40.9655,13.0379,117,11.0743,8.6336
1,18ss,171.281,135.125,40.8316,9.04226,75,4.54319,4.39398
1,18ss,167.007,137.307,44.0931,11.4889,79,5.67594,8.54139
1,18ss,167.274,124.845,46.922,14.4454,54,5.59679,10.7133
1,18ss,164.716,130.651,47.5913,14.979,120,8.42331,5.60381
1,18ss,175.936,138.305,39.448,2.80842,37,1.58046,1.87014
1,18ss,182.051,128.813,39.8738,2.75462,40,1.44084,2.1201
1,18ss,173.473,129.813,42.2523,13.8556,49,4.03534,5.98229
1,18ss,184.735,127.439,44.3831,2.3556,33,1.31063,1.74459
1,18ss,178.231,136.664,43.9872,2.60423,32,1.33604,1.76527
1,18ss,175.341,126.135,47.9088,16.472,79,5.47736,8.92575
1,18ss,181.044,133.349,49.2004,2.32741,32,1.22097,1.60645
1,18ss,188.469,128.813,47.2307,1.90995,35,1.15019,1.53085
1,18ss,94.738,143.807,37.5772,5.63838,110,3.45901,9.11343
1,18ss,91.9603,147.329,43.5351,5.11774,166,3.73091,13.6346
1,18ss,91.4233,138.293,45.7146,17.0045,36,2.25371,5.39661
1,18ss,91.2846,73.588,44.182,9.32864,37,2.78638,2.9016
1,18ss,108.224,73.1081,36.7817,14.4234,31,2.1292,4.20376
1,18ss,114.189,75.3282,39.4183,14.6081,17,2.03603,4.25747
1,18ss,122.037,72.103,34.2772,11.0177,29,2.79983,3.87264
1,18ss,126.573,70.095,37.0538,7.59559,23,2.29736,2.65
1,18ss,123.837,81.6623,37.3011,14.2025,29,2.90327,3.97609
1,18ss,129.666,67.6789,40.989,8.16705,24,2.76796,2.67323
1,18ss,126.8,80.5943,46.1685,15.6752,64,5.92992,4.18517
1,18ss,135.97,75.4594,34.9839,10.6518,29,2.14669,3.82861
1,18ss,141.77,76.0813,37.5171,9.02243,30,2.5988,2.53878
1,18ss,134.506,72.3195,40.3606,7.96036,29,3.36356,2.46829
1,18ss,133.758,77.9915,41.9785,12.1269,28,3.09388,2.99289
1,18ss,144.361,73.958,41.6708,6.87236,35,3.42226,2.00627
1,18ss,141.814,68.0115,44.8844,8.01831,27,3.15818,2.28344
1,18ss,139.602,76.404,45.5794,6.3677,30,2.19624,2.03817
1,18ss,133.652,72.6551,47.5545,7.14432,27,3.12969,1.9233
1,18ss,136.798,84.6643,47.1023,18.3126,40,3.65336,4.46972
1,18ss,145.312,74.0237,50.1036,6.50739,26,2.80281,1.7674
1,18ss,150.486,68.488,34.4574,8.39185,29,3.78776,2.58728
1,18ss,157.063,80.7492,36.3543,14.0585,31,3.78898,3.26205
1,18ss,148.126,73.9753,37.0134,9.18951,33,3.47609,2.41612
1,18ss,148.387,80.5426,36.8094,8.74475,30,2.24896,2.62684
1,18ss,157.682,67.7907,39.1692,16.796,33,3.89363,3.97833
1,18ss,155.542,74.9761,40.5834,12.633,28,3.30946,2.94267
1,18ss,149.119,77.4936,45.1694,11.4854,25,2.73529,2.71758
1,18ss,155.349,80.3767,46.0917,6.68396,27,3.83963,2.04342
1,18ss,158.504,71.2892,48.1437,9.66348,24,3.53514,3.05761
1,18ss,151.462,69.7834,49.8487,6.2241,23,2.72855,1.94597
1,18ss,161.91,75.0221,37.5935,14.0125,37,3.74705,3.20984
1,18ss,169.063,72.4061,39.7794,13.8034,61,2.77444,4.89124
1,18ss,168.379,80.5579,42.4936,18.3731,34,2.8321,4.87227
1,18ss,162.408,76.0777,44.4278,16.8345,41,2.49946,3.92601
1,18ss,167.483,67.8826,46.1917,10.4753,53,2.49304,4.59926
1,18ss,162.083,80.8568,49.2299,10.0637,40,2.50331,3.03937
1,18ss,174.826,74.1128,35.4749,14.6024,36,3.66138,3.57918
1,18ss,177.809,80.058,39.2433,12.8874,42,2.45265,3.74115
1,18ss,176.924,70.3241,41.2125,11.5588,33,2.33143,3.601
1,18ss,175.527,76.3151,45.5485,12.154,32,2.5419,4.52738
1,18ss,183.912,67.549,45.3147,3.13609,20,1.04852,1.33373
1,18ss,178.421,71.8441,47.1839,10.1283,26,1.60121,2.48623
1,18ss,179.325,78.7907,48.9405,10.0291,29,2.11943,4.04789
1,18ss,185.643,68.6444,34.2295,1.98013,29,1.01387,1.1096
1,18ss,194.609,80.1904,37.5674,1.70526,34,1.07086,1.30809
1,18ss,187.698,74.6112,39.5297,3.05505,25,1.08308,1.34608
1,18ss,191.851,80.9533,42.1424,3.34181,30,1.16475,1.47432
1,18ss,188.788,76.7158,47.3037,2.58411,27,0.919159,1.16869
1,18ss,185.488,80.2236,49.181,4.4057,28,1.32356,2.1102
1,18ss,106.624,83.0218,37.3904,14.8252,49,4.26171,6.14009
1,18ss,103.684,89.8396,38.4722,14.2161,24,3.30027,3.4155
1,18ss,95.0214,90.7312,39.7124,17.7628,58,6.05102,7.89165
1,18ss,98.5792,92.1333,42.0919,20.1553,56,5.11137,6.84527
1,18ss,101.631,93.9817,48.8928,13.4763,34,3.64604,3.54532
1,18ss,119.941,87.3126,34.658,10.5251,48,3.30428,5.32357
1,18ss,112.622,85.0964,35.2356,16.3351,28,4.19257,4.14041
1,18ss,109.83,90.6044,35.3713,19.1211,30,4.86311,4.01938
1,18ss,115.493,92.8647,35.4676,24.8541,39,5.19432,4.8603
1,18ss,117.024,92.8254,42.695,19.9963,27,5.70194,4.05077
1,18ss,113.707,95.6879,49.6343,15.8681,27,3.17578,3.0723
1,18ss,125.822,95.6468,38.2627,17.002,26,3.97378,4.71643
1,18ss,120.772,88.4804,40.0037,12.8482,33,3.40591,3.39544
1,18ss,130.257,93.9424,40.9261,22.9383,37,4.02363,5.13454
1,18ss,132.146,84.0491,42.9413,14.5723,27,3.35412,3.67675
1,18ss,127.985,85.8754,45.8915,18.402,25,3.78973,3.9511
1,18ss,122.095,89.7599,49.3428,19.2893,18,3.95,3.48661
1,18ss,135.717,83.7397,36.5564,15.2571,64,4.9695,4.37396
1,18ss,139.399,93.3308,37.501,16.8667,69,3.82798,6.75518
1,18ss,133.817,90.1418,38.6158,14.6047,28,5.05104,3.43999
1,18ss,142.536,92.2767,40.8839,13.9264,40,3.06078,3.57576
1,18ss,144.278,89.6904,46.179,9.63937,30,2.37029,2.40321
1,18ss,134.816,94.0478,46.9763,17.7381,29,3.19853,3.71163
1,18ss,143.756,83.6532,47.3787,7.68682,25,2.6368,2.17768
1,18ss,137.821,93.4237,49.6712,13.1466,26,2.94407,3.61541
1,18ss,146.729,88.1618,37.0487,8.24464,29,2.13078,2.42442
1,18ss,152.814,88.4824,37.0295,12.643,33,2.99405,3.16097
1,18ss,156.701,90.056,40.9451,8.11976,27,3.45595,2.26926
1,18ss,156.391,84.045,41.1296,7.93881,32,3.08036,2.27402
1,18ss,146.913,82.698,42.1102,7.84735,32,2.63612,2.15708
1,18ss,148.5,94.6634,44.293,10.3803,23,2.61474,2.65473
1,18ss,150.565,89.3254,45.4175,8.52738,32,2.1864,2.18975
1,18ss,150.548,84.9059,49.7328,11.5653,27,2.43617,2.58249
1,18ss,163.12,83.1404,34.2239,12.8403,31,4.41279,3.17195
1,18ss,160.183,90.2245,35.0375,12.8907,46,5.06231,3.09422
1,18ss,169.109,91.5224,37.0449,27.8062,87,4.98998,7.25242
1,18ss,163.666,87.8253,40.0105,14.9273,46,3.61255,3.68803
1,18ss,163.901,95.7932,39.604,14.7308,49,4.79693,3.20427
1,18ss,162.004,85.0289,45.7287,11.8842,37,3.18807,3.77471
1,18ss,165.705,91.1794,47.3547,9.24556,31,3.02696,2.48515
1,18ss,176.975,86.0455,35.3149,17.8628,60,4.27878,6.37803
1,18ss,184.536,82.7154,37.0621,15.5705,50,2.68382,4.45123
1,18ss,185.402,89.4007,39.6817,12.3662,72,3.28272,4.77861
1,18ss,181.815,92.0433,41.6894,17.3581,43,4.79725,5.49498
1,18ss,172.983,87.4219,41.7072,20.5461,42,4.06914,4.71379
1,18ss,183.585,83.895,44.0111,11.7405,35,2.78748,3.28332
1,18ss,173.962,84.6784,46.9786,13.6544,34,3.03823,4.359
1,18ss,176.07,92.7061,47.2617,16.8126,48,3.15667,5.33754
1,18ss,193.375,90.6325,38.6417,2.91245,33,1.44494,1.76234
1,18ss,193.448,86.6908,45.0871,3.01833,33,1.17731,1.75901
1,18ss,192.193,92.034,48.5723,3.89344,28,1.19373,2.50326
1,18ss,189.067,95.9351,50.4176,4.64134,27,1.55812,2.56085
1,18ss,197.832,89.9092,45.3056,1.87666,27,0.994433,1.43212
1,18ss,92.1462,108.066,38.1758,7.63793,122,4.33027,15.6714
1,18ss,94.7099,104.679,40.1694,11.9703,201,6.83053,13.0077
1,18ss,94.1595,100.447,44.1821,12.038,64,5.19908,8.73524
1,18ss,104.213,96.2413,37.3856,21.3625,60,5.15828,5.36825
1,18ss,95.3192,96.818,38.92,16.5015,78,3.94663,6.39537
1,18ss,103.829,102.998,39.2878,14.2733,25,4.05977,3.26056
1,18ss,103.249,107.864,41.539,17.9524,29,3.29141,3.95375
1,18ss,100.3,97.5466,43.2667,11.0827,30,5.16983,3.45593
1,18ss,97.8482,109.204,44.0793,10.3842,28,3.69376,3.25229
1,18ss,116.594,100.235,34.4974,21.7569,32,4.71819,4.36025
1,18ss,109.875,102.954,35.8981,19.8005,32,4.20907,4.1686
1,18ss,109.793,96.2476,36.3353,23.6765,29,6.26178,4.5238
1,18ss,115.769,106.814,37.6292,22.6859,32,3.98253,4.39257
1,18ss,118.446,108.998,42.0027,17.2831,24,4.99027,3.48443
1,18ss,119.807,100.844,41.9922,29.1897,28,4.9024,5.09789
1,18ss,113.45,97.9978,45.2753,13.7151,42,4.27195,3.00069
1,18ss,123.186,100.543,37.4033,20.1558,28,4.00128,3.98224
1,18ss,122.523,105.301,37.7441,25.1302,36,4.40745,4.80474
1,18ss,124.815,109.494,38.0232,24.0856,33,5.92427,4.65682
1,18ss,128.032,103.505,39.0477,27.5534,30,5.7189,4.97269
1,18ss,129.136,107.327,42.3426,23.5317,32,5.39279,4.61477
1,18ss,122.48,96.5286,45.3843,21.5052,28,6.09876,3.7219
1,18ss,124.215,105.05,49.4844,15.837,24,4.47636,2.94344
1,18ss,97.9719,120.708,26.1274,4.66908,51,2.58101,2.88778
1,18ss,103.559,113.159,29.4294,6.94446,38,2.93128,2.80804
1,18ss,94.7238,115.567,30.8443,4.53316,37,2.40499,2.68028
1,18ss,100.947,117.995,30.7383,7.39154,41,2.89675,2.90659
1,18ss,108.732,119.196,18.5087,7.39532,46,3.45501,3.24253
1,18ss,110.525,113.582,22.175,13.816,46,3.55307,3.87652
1,18ss,117.479,121.84,26.5981,8.23564,41,3.09124,3.09961
1,18ss,108.253,118.732,26.8411,7.32564,41,3.34283,2.84697
1,18ss,115.316,109.922,27.6616,11.1481,35,4.41832,3.31984
1,18ss,111.981,122.969,27.4777,7.15386,35,3.20071,2.7958
1,18ss,113.982,117.544,28.1766,7.09717,35,3.5658,2.98418
1,18ss,110.624,112.616,28.6391,9.49572,34,3.44249,3.09972
1,18ss,124.351,114.492,17.934,7.54551,64,5.44038,3.22514
1,18ss,131.046,113.171,22.1837,8.4654,37,3.85822,3.25374
1,18ss,124.84,118.209,22.413,8.77492,39,4.01623,3.38338
1,18ss,124.325,111.659,23.9237,7.47644,37,3.72666,3.0196
1,18ss,130.488,123.489,27.4659,11.7541,39,5.54519,3.75006
1,18ss,132.51,119.302,28.3659,11.0656,40,3.96437,3.52717
1,18ss,129.163,112.46,28.2316,10.0636,34,3.6658,3.31146
1,18ss,121.957,119.459,28.2761,12.2948,41,3.72951,3.69636
1,18ss,120.89,112.675,29.7418,13.8083,35,4.393,3.80854
1,18ss,144.095,114.7,17.2552,8.28191,46,4.04329,3.35189
1,18ss,145.23,123.671,17.6195,8.48498,46,4.95808,3.53124
1,18ss,139.78,112.833,21.641,7.97748,41,3.81318,3.0827
1,18ss,135.466,118.258,20.954,7.29027,49,3.82388,3.3149
1,18ss,143.158,121.957,22.2556,9.90125,38,3.5476,3.48884
1,18ss,136.029,114.262,27.8004,7.97441,42,3.49203,2.9927
1,18ss,142.062,112.397,28.4862,11.2019,50,3.89484,3.39984
1,18ss,141.101,120.339,28.3111,9.10781,39,5.91822,3.20269
1,18ss,150.416,121.184,18.47,12.0256,50,4.55332,4.073
1,18ss,151.243,114.535,18.3267,10.814,54,5.64266,3.77911
1,18ss,154.35,118.77,19.467,10.6439,44,4.7387,3.87242
1,18ss,151.933,111.198,21.878,17.2209,72,7.43495,5.61912
1,18ss,150.672,118.695,24.1428,10.7835,45,5.76634,3.73202
1,18ss,158.406,120.869,24.3312,11.2188,42,4.53776,3.89505
1,18ss,155.224,113.31,26.2236,13.2522,42,3.93166,3.79923
1,18ss,148.706,111.587,27.9588,17.1599,40,4.76554,4.3216
1,18ss,146.953,122.334,28.3493,8.23829,67,5.16256,3.3499
1,18ss,154.589,117.756,29.9261,14.4232,41,3.88412,4.08439
1,18ss,153.181,122.258,32.4123,20.1655,44,9.201,7.88471
1,18ss,165.263,116.192,20.7289,9.23707,45,4.41391,3.35413
1,18ss,160.782,119.666,20.5577,7.55737,38,3.7132,3.01822
1,18ss,169.869,111.902,23.2744,20.8672,50,6.64917,4.79209
1,18ss,162.42,111.36,24.4398,9.9943,44,4.23282,3.21618
1,18ss,165.221,122.649,25.0982,11.6954,80,3.87851,3.59245
1,18ss,169.511,118.688,26.2813,14.7982,44,4.22773,4.16113
1,18ss,162.609,117.958,27.8924,9.20413,42,5.05675,3.00466
1,18ss,167.456,122.425,31.0904,18.8729,69,8.63405,4.81712
1,18ss,160.685,121.741,31.4166,28.6028,104,10.4883,6.52579
1,18ss,170.486,115.171,31.9703,24.5313,35,7.0086,5.17595
1,18ss,163.386,114.75,33.2751,11.0035,35,5.96813,3.26666
1,18ss,175.172,111.975,21.2438,7.26175,49,4.98403,2.95551
1,18ss,172.334,117.561,21.7424,7.33081,46,5.31297,3.25559
1,18ss,176.461,121.456,26.7854,10.1139,119,3.05444,3.63269
1,18ss,174.01,115.864,28.2011,19.9567,83,5.05951,4.62731
1,18ss,180.996,115.484,28.6441,6.10572,46,2.59545,2.75008
1,18ss,180.829,122.696,30.428,4.30705,119,1.98839,2.49179
1,18ss,172.923,122.282,30.7272,18.9984,168,6.85893,8.797
1,18ss,177.686,113.298,32.4067,15.9484,64,5.32631,4.55519
1,18ss,177.847,120.34,33.4707,17.2327,144,5.56222,7.12792
1,18ss,91.7246,128.633,29.0641,7.32661,47,2.39343,3.31067
1,18ss,93.6952,134.507,30.129,9.63163,48,3.15288,3.7762
1,18ss,104.696,123.652,21.9054,5.30753,44,3.11271,2.72683
1,18ss,106.06,133.237,26.3953,7.80203,44,3.27623,3.62488
1,18ss,106.293,124.543,27.4959,7.98137,49,3.58103,3.0194
1,18ss,96.8253,125.457,27.6227,5.30964,48,2.30231,3.01395
1,18ss,101.734,129.469,27.7785,8.19155,53,2.73176,3.43107
1,18ss,97.2884,132.038,28.9256,7.6471,44,2.74583,3.16352
1,18ss,115.422,125.523,20.6417,5.39637,52,2.9852,2.86029
1,18ss,116.461,134.128,24.5706,6.5782,58,3.57158,3.36653
