no,stage,x,y,z,tbxta,sox2,znf703,cdh6
3,18ss,97.086,142.855,13.635,3.52541,37,2.9941,1.11961
3,18ss,96.5684,153.512,14.3076,2.59357,30,3.6158,1.01897
3,18ss,100.989,130.979,14.2358,3.35744,76,3.78497,1.07104
3,18ss,89.8818,140.337,14.9216,2.46768,43,2.62265,0.92341
3,18ss,97.8066,149.163,16.4963,2.70425,31,2.70512,1.12844
3,18ss,91.0975,147.195,14.837,2.61315,57,2.3228,0.992137
3,18ss,98.0876,137.652,15.8857,3.36358,34,3.8706,1.09438
3,18ss,84.0839,145.497,15.5076,2.15375,29,4.08888,0.889866
3,18ss,105.091,141.874,19.0606,4.04951,37,3.82087,1.12171
3,18ss,113.213,156.354,13.119,3.72821,62,4.83909,1.11006
3,18ss,111.117,142.117,13.3521,3.49117,27,3.81209,1.04834
3,18ss,124.184,139.488,15.7802,4.10301,43,5.7885,1.12698
3,18ss,124.274,153.329,15.5065,4.18841,30,5.98581,1.01116
3,18ss,118.911,145.554,15.4063,3.93571,34,3.78817,1.07147
3,18ss,111.408,147.65,15.1342,3.1902,173,4.31106,0.986635
3,18ss,104.751,159.481,15.8604,3.1109,79,3.89381,1.03558
3,18ss,106.005,152.111,14.875,2.57501,107,2.53127,1.02302
3,18ss,116.057,140.105,15.6785,3.52291,33,4.19031,1.08526
3,18ss,120.2,157.691,16.5887,3.02572,29,3.85139,1.03712
3,18ss,131.408,143.326,17.9138,3.96443,29,6.47352,0.995436
3,18ss,128.888,158.309,16.6949,2.22285,33,4.27011,0.946673
3,18ss,145.009,149.98,15.9172,2.31739,34,4.06816,1.22273
3,18ss,94.5644,168.119,12.9429,2.40163,34,5.48447,1.1932
3,18ss,95.753,160.232,14.1276,2.54703,34,4.33923,1.02299
3,18ss,81.3311,174.923,12.866,2.2801,29,4.11439,1.10171
3,18ss,81.5402,166.781,13.2708,2.27971,30,3.74223,1.13016
3,18ss,87.908,172.691,14.6465,2.38762,31,4.18715,1.15168
3,18ss,89.6509,155.506,15.3248,2.84031,38,2.64648,1.03113
3,18ss,76.6476,167.376,13.9668,2.32432,35,2.71463,0.982259
3,18ss,83.3617,154.19,14.601,2.84299,30,2.70848,1.00151
3,18ss,88.7681,163.791,17.1722,2.74422,29,2.98184,1.05992
3,18ss,74.0723,162.34,14.4161,2.66626,30,2.0702,1.07677
3,18ss,85.0073,161.851,16.8675,2.42284,32,2.97793,1.0286
3,18ss,79.757,171.984,17.6258,2.19804,43,3.23411,1.15624
3,18ss,76.872,178.522,15.4506,2.40241,35,5.50655,1.31057
3,18ss,106.542,165.6,12.1548,2.34518,36,4.7401,1.14408
3,18ss,101.324,172.773,13.4217,2.15428,24,2.55986,0.867905
3,18ss,106.614,173.764,15.2525,1.71583,34,3.33996,0.922594
3,18ss,107.894,59.6716,21.7314,1.7767,27,3.26009,0.766555
3,18ss,131.035,63.0454,18.5006,2.22959,36,5.16087,0.962325
3,18ss,125.644,66.9979,18.0438,6.73077,82,6.94956,1.41346
3,18ss,129.321,70.3973,18.7219,7.14446,83,7.97871,1.75432
3,18ss,112.055,65.4444,18.8085,2.69407,64,5.76237,0.927627
3,18ss,115.998,72.4904,19.1953,4.80564,36,3.86425,1.33708
3,18ss,116.438,67.1161,22.9541,4.50971,58,4.22264,1.05092
3,18ss,121.44,61.178,20.9544,3.16562,45,7.38977,1.32803
3,18ss,134.464,76.9188,21.7258,9.14238,97,9.73256,2.88272
3,18ss,127.354,73.2793,22.6846,12.7667,127,6.42197,2.63534
3,18ss,122.564,72.5961,23.2319,13.7288,72,5.44183,2.21874
3,18ss,127.069,63.0727,23.7427,6.54839,47,8.31061,1.37825
3,18ss,161.286,87.8975,20.6126,10.0789,82,10.9603,2.93863
3,18ss,140.59,78.878,21.7807,6.8773,54,7.2857,1.71125
3,18ss,162.391,80.1258,23.4594,2.14714,38,4.52518,0.689108
3,18ss,150.079,69.3818,21.9461,2.28816,68,6.63151,0.717323
3,18ss,151.681,83.4637,22.9917,8.67215,101,7.43388,1.78504
3,18ss,156.258,72.5014,22.7855,1.80649,31,5.85446,0.656597
3,18ss,167.602,86.7955,20.6704,1.84691,22,3.20383,0.640625
3,18ss,161.993,92.9549,20.2014,19.7539,112,7.85679,4.7995
3,18ss,176.048,99.1391,24.4037,1.7482,23,2.66695,0.744393
3,18ss,101.584,84.6614,19.4889,7.15244,33,8.18168,1.49097
3,18ss,93.4949,92.8663,20.2311,6.90733,52,5.39357,1.56361
3,18ss,99.5138,78.0273,20.0507,3.63119,65,3.6972,1.06088
3,18ss,87.5664,77.8345,20.364,3.73592,32,4.40398,1.13843
3,18ss,90.8691,82.146,22.4099,8.72112,163,8.26355,2.21855
3,18ss,91.299,73.2815,20.945,3.38606,142,6.38252,1.1265
3,18ss,99.1124,89.0578,22.3197,7.77512,86,9.22521,1.56582
3,18ss,94.3827,67.3186,21.5393,2.1356,46,3.83386,0.740977
3,18ss,85.5061,86.7299,21.9222,5.57299,137,5.16391,2.27494
3,18ss,76.9561,84.5074,21.0132,2.81328,85,7.49766,1.10859
3,18ss,115.171,76.9204,17.7194,7.30007,43,7.28946,1.64761
3,18ss,118.529,90.4838,17.5648,8.5927,101,11.4376,1.73873
3,18ss,119.381,82.2365,20.3158,6.78459,77,10.3365,1.38458
3,18ss,113.438,98.8421,18.4493,6.2506,48,7.11528,1.34826
3,18ss,101.583,96.6677,17.3999,5.66725,130,4.87985,1.31653
3,18ss,108.323,84.2845,18.4412,6.39141,28,10.3781,1.39904
3,18ss,104.829,91.8936,18.0622,5.76495,54,8.09577,1.32183
3,18ss,120.708,99.3223,19.2298,7.13934,35,9.34113,1.3497
3,18ss,125.209,88.1055,20.4633,10.3018,113,9.7373,1.76796
3,18ss,110.112,71.1292,19.1839,3.93224,49,8.26881,1.14636
3,18ss,107.511,76.0513,20.0327,5.2587,33,9.41755,1.22421
3,18ss,113.406,86.0107,21.1388,5.03208,31,9.84699,1.11024
3,18ss,124.762,80.4205,21.9564,10.9883,86,9.29129,2.17198
3,18ss,119.87,86.1368,20.6346,6.60488,76,10.5719,1.39874
3,18ss,125.044,93.3011,22.4793,10.8013,188,10.4839,1.7836
3,18ss,107.49,91.0767,23.4868,5.35315,78,12.1069,1.1623
3,18ss,137.761,108.904,18.6532,18.4603,131,11.8228,2.65838
3,18ss,156.307,98.7226,18.3837,14.6041,158,11.5692,6.75579
3,18ss,152.783,104.108,21.4881,14.2747,136,9.65424,3.30351
3,18ss,148.387,113.315,18.6963,13.8826,33,10.501,2.34193
3,18ss,145.852,91.3343,20.3509,18.6664,128,11.7581,2.87153
3,18ss,141.513,84.8272,21.3351,8.38775,95,7.30717,1.7809
3,18ss,140.015,116.262,19.7378,12.5501,96,12.5213,1.93857
3,18ss,155.162,93.0528,21.8993,14.2361,78,8.0898,2.59938
3,18ss,147.658,106.193,22.7253,18.2068,132,15.5952,3.385
3,18ss,134.063,101.975,21.3403,9.37821,84,5.07567,1.50496
3,18ss,164.837,118.826,20.5292,15.7931,192,11.6989,7.05748
3,18ss,153.894,111.963,18.4111,17.3141,112,7.40489,3.72256
3,18ss,155.185,117.05,19.7616,14.1502,71,9.34783,2.41612
3,18ss,160.888,109.733,21.8167,17.1098,178,13.6341,5.72278
3,18ss,169.921,105.145,24.0616,11.2733,129,8.85761,3.88695
3,18ss,159.122,119.931,23.0793,18.7555,105,10.5801,6.05244
3,18ss,169.588,118.769,24.5699,11.5577,109,7.48143,2.68239
3,18ss,180.044,117.81,26.0252,2.12703,22,4.48779,0.689781
3,18ss,94.4127,102.793,16.988,3.74482,27,5.33985,1.5003
3,18ss,85.6796,117.803,16.822,3.59732,61,7.1571,1.21105
3,18ss,92.1993,106.838,18.5766,3.47501,33,6.54882,1.08201
3,18ss,89.5524,99.2333,18.4603,3.96841,36,6.39092,1.36624
3,18ss,78.3711,114.513,18.0752,3.16819,87,3.73809,1.12731
3,18ss,77.437,108.197,19.5576,5.05565,54,4.27257,1.46959
3,18ss,88.8199,114.242,22.5872,4.53114,45,6.37937,1.22331
3,18ss,84.4226,107.535,20.0662,4.16952,117,4.1867,1.25698
3,18ss,80.502,97.3013,20.2779,3.71438,30,4.76152,1.1449
3,18ss,85.674,122.391,20.8081,4.08538,66,4.30838,1.26092
3,18ss,77.3698,102.094,21.3466,3.18393,63,8.09624,1.10358
3,18ss,74.2766,91.377,20.9394,3.26296,29,5.01539,1.13668
3,18ss,83.976,114.519,22.6208,3.46856,29,4.92295,1.1616
3,18ss,106.842,102.876,17.2065,7.85265,41,11.7907,1.67851
3,18ss,97.5066,115.514,18.8011,4.1821,33,5.72768,1.09819
3,18ss,101.878,103.844,18.3656,5.15762,30,5.90582,1.40343
3,18ss,97.3541,108.395,17.0106,3.99773,32,5.05072,1.24375
3,18ss,98.6597,125.139,18.7179,4.48187,74,4.50347,1.11788
3,18ss,115.254,126.176,20.6407,4.93973,28,7.22426,1.10191
3,18ss,100.73,111.792,20.1601,4.41325,26,9.27731,1.05788
3,18ss,114.133,106.4,22.3492,6.59451,46,7.94926,1.26702
3,18ss,106.817,117.519,21.9043,5.72779,31,8.79732,1.2849
3,18ss,107.832,103.534,22.6122,11.5458,67,12.1993,1.91684
3,18ss,93.3901,117.467,22.4539,4.81076,40,4.30616,1.36387
3,18ss,99.3179,106.084,21.9658,3.57521,20,3.72562,1.08022
3,18ss,131.382,113.129,18.5995,10.2626,34,11.3921,1.71012
3,18ss,130.93,139.068,18.391,4.55623,28,5.91876,1.10019
3,18ss,120.083,130.746,19.1847,6.16011,34,7.52447,1.29079
3,18ss,138.415,135.696,18.6937,4.5368,26,8.10463,1.11454
3,18ss,144.37,121.871,19.3233,9.53797,56,10.2701,1.55038
3,18ss,134.585,122.012,19.966,9.15836,65,15.8338,1.52655
3,18ss,140.308,128.087,20.7643,5.65142,27,8.52287,1.21489
3,18ss,124.305,121.155,20.0762,7.00195,27,8.4941,1.24399
3,18ss,132.699,127.079,20.6176,6.19148,30,11.5617,1.19179
3,18ss,126.793,135.39,22.6177,5.77973,30,5.16058,1.1968
3,18ss,151.559,140.253,18.6408,3.95071,102,6.85424,1.00098
3,18ss,147.566,145.749,19.2007,4.0557,25,6.74882,1.10001
3,18ss,160.588,142.14,20.8663,2.97451,46,10.5239,1.00174
3,18ss,149.248,129.073,19.5859,7.8296,88,8.11846,1.66673
3,18ss,144.127,141.935,20.3458,4.5545,34,6.79433,1.10604
3,18ss,163.971,127.373,25.0584,12.8294,161,8.48982,2.9027
3,18ss,171.373,129.87,24.4142,6.74561,90,9.72033,1.84426
3,18ss,84.6096,122.787,16.5636,3.60464,26,3.49473,1.14826
3,18ss,81.1614,128.274,19.9712,2.94533,30,3.25983,1.10327
3,18ss,77.794,133.194,19.4276,2.90341,45,3.7316,1.10486
3,18ss,79.4356,121.015,19.1359,3.42306,36,5.69147,1.15803
3,18ss,73.9274,123.072,19.572,3.0181,35,3.45802,1.23534
4,18ss,106.19,136.594,46.0827,0.708609,16,3.03974,0.480132
4,18ss,109.224,143.676,48.5645,0.526882,15,2.05914,0.553763
4,18ss,105.335,142.121,48.6427,0.559829,14,2.68376,0.559829
4,18ss,105.106,157.426,46.7603,0.685714,11,2.59048,1.15238
4,18ss,111.483,150.236,49.5993,0.565611,14,2.1629,0.733032
4,18ss,111.41,146.55,37.0255,0.951812,24,4.80239,1.02764
4,18ss,104.545,135.812,37.8252,0.770863,13,3.79632,0.53819
4,18ss,101.678,141.079,38.9286,0.702162,21,2.66894,0.666633
4,18ss,103.97,146.101,43.0189,0.848176,20,2.17699,0.732542
4,18ss,108.482,148.345,44.1025,0.649251,27,2.78124,0.847687
4,18ss,117.329,140.822,30.4208,1.86839,25,8.28965,1.27297
4,18ss,113.005,143.413,33.5909,1.00178,21,6.98508,1.02771
4,18ss,122.321,143.367,34.2347,1.25956,23,9.90199,1.03877
4,18ss,117.237,143.578,36.8112,1.18251,19,6.92444,0.85649
4,18ss,124.49,142.21,39.0778,1.33224,22,8.06757,0.764899
4,18ss,119.37,146.037,39.8876,1.15118,16,5.1875,0.963682
4,18ss,122.455,144.064,41.9777,1.17131,20,4.5498,0.876494
4,18ss,116.016,136.761,41.9524,1.30612,9,6.33673,0.584184
4,18ss,112.253,136.57,44.9148,0.666667,8,2.61111,0.222222
4,18ss,118.995,145.899,44.5417,0.487261,18,3.74841,0.726115
4,18ss,113.959,146.554,44.511,0.576688,22,3.62834,0.792183
4,18ss,129.216,134.259,31.7755,2.62864,21,9.66845,1.0103
4,18ss,135.191,136.585,31.0621,2.14863,16,9.28918,1.13043
4,18ss,139.542,141.425,32.116,2.12342,16,9.42405,1.20886
4,18ss,134.356,141.781,33.5784,2.09811,19,9.71326,0.966667
4,18ss,129.357,142.961,33.4746,1.43146,23,8.27501,1.08316
4,18ss,128.309,139.592,36.6296,1.90925,17,12.3288,0.736594
4,18ss,96.8033,159.816,41.3115,0.632417,29,4.07461,3.06981
4,18ss,95.2056,151.031,45.3618,0.36,8,2.54,0.92
4,18ss,100.599,154.401,32.3283,0.859071,31,3.82572,3.26073
4,18ss,107.933,162.987,31.0634,1.46696,27,6.58767,4.80473
4,18ss,107.759,158.611,33.6854,0.893763,52,4.48201,3.08295
4,18ss,98.7336,161.634,34.7205,0.863257,39,3.87703,3.40914
4,18ss,102.271,159.769,35.8388,0.77488,42,3.74659,3.79646
4,18ss,106.258,156.226,37.5914,0.527439,20,2.7939,2.38598
4,18ss,107.646,163.29,42.1861,0.558093,31,3.63158,1.6291
4,18ss,97.6267,159.645,45.0962,0.571179,24,2.11616,2.31092
4,18ss,124.618,158.016,34.7528,0.704341,26,3.59166,2.72027
4,18ss,118.159,158.751,31.142,0.795944,36,3.97913,3.65179
4,18ss,112.879,163.564,33.4797,0.923231,51,5.17961,6.14012
4,18ss,117.095,164.619,35.6583,0.91348,42,7.8952,5.5525
4,18ss,126.783,153.944,38.3158,0.605797,18,2.93913,2.12174
4,18ss,116.228,155.436,43.4292,0.563925,16,4.43508,1.38355
4,18ss,140.386,155.386,31.5706,1.09171,27,6.15633,3.63533
4,18ss,138.581,163.268,33.4195,1.19029,53,6.3082,3.89969
4,18ss,130.101,154.903,31.8995,0.778525,40,4.30027,3.92814
4,18ss,129.032,160.275,33.2864,0.982254,32,4.47936,5.05571
4,18ss,140.322,155.7,35.6664,0.880871,27,6.25239,3.35128
4,18ss,136.353,154.352,36.6377,1.03082,48,5.65007,4.43433
4,18ss,142.979,162.798,37.4217,1.19629,26,5.72562,2.32999
4,18ss,155.473,164.907,29.776,1.67052,47,11.7931,4.7999
4,18ss,147.861,153.332,30.6463,1.28799,42,5.95482,2.27935
4,18ss,150.478,161.493,31.3388,1.27525,29,7.8723,3.46222
4,18ss,144.459,153.27,32.8068,0.905608,26,5.41715,2.72418
4,18ss,144.762,161.356,32.4157,1.13303,35,8.5366,2.98509
4,18ss,149.271,164.813,32.8361,2.16002,83,8.45266,3.91025
4,18ss,94.3818,176.535,32.0966,1.30162,92,5.46146,9.33089
4,18ss,96.5134,173.255,36.2759,0.964196,48,4.87554,8.3328
4,18ss,100.417,175.634,30.9401,1.154,99,7.16816,5.93398
4,18ss,105.998,164.361,34.4989,0.919793,49,4.59413,3.68416
4,18ss,107.303,175.396,33.5049,0.907986,40,6.11727,6.48404
4,18ss,101.636,178.721,34.2901,1.0377,63,6.04228,8.26712
4,18ss,109.501,168.994,36.5728,0.968236,60,6.38294,5.72161
4,18ss,104.357,172.429,36.3931,1.07292,67,5.91275,6.35175
4,18ss,101.363,166.276,37.9402,0.715493,59,4.42253,3.20132
4,18ss,98.8561,168.942,39.3858,0.992756,43,3.47411,6.27193
4,18ss,103.018,176.111,42.1579,0.66036,28,4.1645,2.39604
4,18ss,108.147,166.48,43.6826,0.596623,18,3.20638,2.61726
4,18ss,122.466,177.204,31.5349,2.59899,50,10.7056,9.98737
4,18ss,114.679,170.921,32.1117,1.7055,76,7.32397,7.25454
4,18ss,123.632,165.846,32.766,1.07289,47,8.25539,3.81684
4,18ss,123.873,171.283,33.4951,1.37082,36,6.37403,8.1241
4,18ss,115.064,175.106,33.9461,1.2305,94,7.76566,7.50963
4,18ss,120.063,171.439,35.1075,1.89034,90,6.94444,11.3617
4,18ss,125.303,170.143,40.9149,1.23509,17,5.8807,3.15789
4,18ss,137.117,168.277,31.651,1.46184,38,5.15312,4.9202
4,18ss,132.495,172.924,33.8011,1.34545,43,5.78364,4.23781
4,18ss,130.763,167.52,33.2875,1.13169,59,5.21744,5.71338
4,18ss,127.697,174.38,31.2246,1.2809,45,7.54701,5.0893
4,18ss,142.545,167.946,34.1737,1.76318,39,5.96939,3.12765
4,18ss,126.574,173.217,34.2212,1.30991,40,7.23699,5.46462
4,18ss,128.961,177.862,34.9263,1.1626,45,5.61801,4.3273
4,18ss,133.924,177.433,34.913,1.11209,76,6.43668,5.60332
4,18ss,134.276,166.03,37.3799,1.52937,39,4.10736,6.13214
4,18ss,137.765,169.993,37.2484,1.38069,28,5.69642,5.51425
4,18ss,131.787,176.202,40.335,0.806851,31,5.1234,2.45563
4,18ss,155.806,168.323,29.1805,2.33032,36,13.554,7.03711
4,18ss,147.78,171.377,30.6993,2.38089,27,8.41707,5.81333
4,18ss,151.354,172.713,33.7585,3.75981,30,7.94909,6.09321
4,18ss,147.999,167.318,35.067,1.52391,41,6.98286,4.57973
4,18ss,144.139,169.397,39.3455,1.56246,30,5.67151,6.14937
4,18ss,161.371,169.946,29.4953,3.96106,93,10.3349,9.87745
4,18ss,96.0838,182.64,32.8608,1.16352,88,6.81012,6.09046
4,18ss,108.653,183.925,31.9102,1.12425,68,7.1754,3.42015
4,18ss,100.813,192.334,32.0801,0.86832,34,5.5086,1.53844
4,18ss,110.55,182.852,35.8022,0.996839,34,9.10259,2.05201
4,18ss,101.456,188.311,37.6193,0.646528,27,2.89615,1.27516
4,18ss,120.037,193.536,29.8026,0.838233,32,4.82981,1.79283
4,18ss,123.947,182.657,32.084,1.3366,87,10.6397,5.54809
4,18ss,122.067,188.887,35.3001,0.787325,33,3.64518,2.97792
4,18ss,137.91,180.624,30.4074,2.47183,149,7.02014,10.3076
4,18ss,142.039,180.42,32.4687,4.07939,71,7.26324,8.28008
4,18ss,133.44,183.99,38.0132,0.883052,24,3.97254,2.3255
4,18ss,136.352,182.052,39.4434,0.752174,19,3.37115,1.76087
4,18ss,154.953,179.567,32.9986,1.41347,30,3.59485,1.75683
4,18ss,94.6629,113.479,30.4946,1.21466,10,2.96335,0.560209
4,18ss,104.788,114.355,32.5222,1.07004,14,10.2412,0.708171
4,18ss,103.944,119.938,33.8568,1.69466,12,6.83969,0.587786
4,18ss,98.1837,117.364,38.9677,0,5,1.875,0.125
4,18ss,122.649,115.477,30.4244,2.57967,14,11.739,0.673748
4,18ss,115.295,118.912,32.6065,1.13333,10,6.4,0.866667
4,18ss,96.8355,126.999,34.7076,0.941176,19,9,0.470588
4,18ss,93.97,132.76,35.3653,0.95123,21,2.88422,0.662426
4,18ss,100.116,121.523,31.6517,1.0915,16,5.85562,0.593583
4,18ss,103.624,134.874,32.7995,1.17788,20,5.51855,0.695715
4,18ss,113.035,128.842,34.2574,1.9017,23,7.26977,0.77734
4,18ss,99.3816,131.687,34.5774,1.1792,21,3.13545,0.590084
4,18ss,107.381,126.885,35.5031,1.34568,9,5.20988,0.518519
4,18ss,102.396,128.532,38.4145,1.09136,16,4.5758,0.46963
4,18ss,103.229,123.272,37.5762,0.92511,9,4.61674,0.370044
4,18ss,110.388,122.75,40.7732,0.444444,6,3.05556,0.333333
4,18ss,108.671,132.414,41.276,0.909314,20,3.75105,0.555672
4,18ss,103.815,126.916,45.0363,0.806723,6,4.54622,0.159664
4,18ss,121.144,130.682,30.2714,2.80651,24,9.96278,1.02643
4,18ss,116.971,124.484,31.7337,1.54145,20,8.5542,0.648778
4,18ss,120.311,123.664,31.9947,1.86825,21,10.667,0.689841
4,18ss,114.123,133.987,35.5824,1.78151,16,5.98992,0.773109
4,18ss,115.037,121.501,37.1427,0.961783,13,5.47771,0.43949
4,18ss,123.082,135.323,34.3168,1.63251,24,6.88111,0.863622
4,18ss,119.133,135.356,38.7885,1.16181,17,6.08348,0.629503
4,18ss,134.423,133.441,30.1474,2.59669,17,8.38502,0.91899
4,18ss,127.288,128.53,30.9741,2.45417,22,6.84358,0.911591
4,18ss,129.625,134.123,33.9411,1.9883,21,9.14328,1.17251
4,18ss,97.6342,146.437,40.1508,0.612286,22,2.35727,0.809697
4,18ss,95.6,135.217,39.4207,0.659159,19,2.21079,0.501062
4,18ss,98.0465,140.029,29.9015,1.03387,23,3.74617,1.09557
4,18ss,103.166,144.892,30.8129,0.765526,24,4.40132,1.34553
4,18ss,99.1621,144.212,34.6502,0.769521,23,3.14602,0.918141
4,18ss,106.716,146.187,36.5886,0.987723,22,4.74978,0.907812
4,18ss,94.6819,175.037,17.522,1.32431,58,5.82972,7.29918
4,18ss,95.461,167.243,29.0268,0.872717,62,5.97336,4.52811
4,18ss,105.596,177.232,14.7124,1.57662,57,8.03044,4.62669
4,18ss,102.899,169.212,14.8874,1.04118,53,4.81793,4.37343
4,18ss,100.479,177.101,17.593,1.70677,81,8.54953,6.0861
4,18ss,103.031,178.509,20.5909,1.6731,200,8.9658,6.51684
4,18ss,108.081,176.55,23.0682,1.35562,65,6.5672,5.01973
4,18ss,110.175,169.855,22.9291,1.02594,52,6.33615,3.84961
4,18ss,104.492,174.603,27.1165,1.60708,66,10.159,6.85059
4,18ss,104.186,165.26,27.7533,0.92915,77,5.03897,3.54926
4,18ss,111.013,168.59,27.2628,1.0463,55,5.25022,4.08597
4,18ss,122.878,177.85,16.0209,1.55572,71,7.83167,5.52348
4,18ss,112.345,176.652,19.8408,1.2184,120,6.41454,4.99151
4,18ss,121.999,165.94,18.4333,1.03073,39,5.31428,2.92373
4,18ss,117.426,177.589,19.4435,1.36583,100,6.95509,5.78624
4,18ss,116.439,172.871,19.561,1.10557,68,7.24329,4.8407
4,18ss,117.743,165.445,22.9437,1.05605,29,4.22876,4.78167
4,18ss,118.987,172.477,28.2318,1.54489,67,10.7791,9.52593
4,18ss,139.275,173.835,14.6008,3.51395,52,11.7694,3.74908
4,18ss,130.205,167.096,14.8013,1.35305,54,11.813,3.27409
4,18ss,137.356,164.966,16.9478,1.48308,48,16.3045,2.17154
4,18ss,139.973,174.107,20.3624,2.26288,81,12.739,5.03669
4,18ss,141.913,165.079,21.7547,1.68168,41,15.311,3.09459
4,18ss,134.866,177.501,22.2467,1.4947,90,11.3396,4.35936
4,18ss,142.137,173.934,25.9962,2.34235,47,8.62898,4.3213
4,18ss,127.553,170.873,27.3587,1.02166,50,6.70436,4.08156
4,18ss,150.724,175.102,13.4879,3.57864,57,16.0778,6.42409
4,18ss,153.966,167.913,12.9171,2.48762,47,15.9166,3.41121
4,18ss,145.067,179.393,16.7079,3.54016,60,17.245,7.59013
4,18ss,155.589,177.017,20.4528,4.16999,91,11.714,8.32535
4,18ss,150.616,166.859,20.0938,1.57091,36,12.3656,3.95694
4,18ss,149.323,175.024,19.9278,2.91258,48,14.8412,7.10951
4,18ss,153.483,175.136,25.7262,4.93447,59,11.63,5.92178
4,18ss,164.295,168.777,14.7292,7.84678,78,19.3006,7.0196
4,18ss,167.001,171.529,19.1026,6.08035,48,15.0777,12.2324
4,18ss,159.337,170.074,21.5862,5.2519,76,15.8107,6.37631
4,18ss,161.655,176.593,22.4279,6.33832,114,12.0992,7.51479
4,18ss,171.732,167.562,22.8623,7.18598,54,9.61172,6.49913
4,18ss,164.566,169.144,27.2431,3.44388,55,11.0318,5.52671
4,18ss,172.458,165.166,16.5107,9.84016,62,17.3019,5.06437
4,18ss,172.939,175.335,20.1285,0.874104,22,3.95633,0.8
4,18ss,179.332,171.606,22.2935,0.589744,10,2.94872,0.615385
4,18ss,96.7632,182.704,16.1686,1.62001,119,7.00138,8.81326
4,18ss,94.4281,188.916,16.1155,1.34912,142,7.41599,5.68221
4,18ss,93.6482,179.719,20.2583,1.34977,132,7.63931,8.17533
4,18ss,95.7914,193.331,23.437,1.34007,65,4.70182,10.1636
4,18ss,96.5964,184.169,24.4186,1.25417,100,9.77689,6.15655
4,18ss,109.874,182.868,17.2071,1.81523,91,8.23654,9.00815
4,18ss,103.01,190.225,18.4655,1.14589,74,9.19412,5.74574
4,18ss,103.516,184.154,21.1706,1.40855,71,8.59396,7.76149
4,18ss,106.576,189.375,23.0921,1.27498,96,7.53754,5.72026
4,18ss,108.813,182.35,25.3187,1.24267,65,7.05186,7.41758
4,18ss,103.199,188.85,28.2879,1.21612,151,8.34659,5.91995
4,18ss,102.361,182.916,29.3555,1.20686,58,8.9722,5.74475
4,18ss,125.268,186.005,13.7968,1.48241,78,10.9651,9.56663
4,18ss,112.761,180.954,14.0825,1.58613,169,8.81168,5.17283
4,18ss,125.914,193.808,15.6311,1.95615,129,11.3934,10.9438
4,18ss,114.666,193.697,16.6537,1.40673,211,10.7413,13.4777
4,18ss,118.226,185.913,18.1916,1.77664,101,12.089,9.61462
4,18ss,120.631,181.078,18.9957,1.68667,94,8.98624,7.677
4,18ss,120.28,189.266,19.1761,2.33639,102,14.7554,7.54151
4,18ss,112.127,192.634,22.3445,1.63275,86,14.9976,7.74344
4,18ss,126.383,187.13,23.7205,1.5187,70,8.28077,5.12775
4,18ss,115.257,188.663,26.3402,1.57823,62,9.16334,8.21894
4,18ss,126.895,181.387,26.8784,1.3543,37,9.71206,5.93307
4,18ss,117.097,182.719,29.2322,1.38888,91,9.2761,8.6909
4,18ss,121.499,188.817,29.7602,1.21934,71,8.41008,10.1433
4,18ss,140.587,183.858,15.7255,3.12124,119,16.4332,7.1594
4,18ss,129.07,185.29,16.6733,1.66245,109,9.70187,5.36279
4,18ss,139.063,191.717,17.1073,3.13452,243,9.79025,14.8892
4,18ss,135.288,185.918,22.3054,2.32926,59,8.02794,5.67267
4,18ss,132.035,183.206,23.7278,1.73636,60,9.21782,6.64281
4,18ss,138.48,180.329,23.5774,2.30256,104,7.84341,6.79739
4,18ss,138.245,187.756,24.8433,7.67169,193,11.7494,5.86461
4,18ss,132.038,188.395,27.454,3.87527,196,9.17406,13.0079
4,18ss,151.136,181.184,16.6462,4.17231,66,12.3418,11.9101
4,18ss,145.211,187.753,17.6629,3.01606,107,7.64006,10.7469
4,18ss,146.189,194.141,18.6324,1.10092,31,6.43261,1.23821
4,18ss,153.021,181.648,21.1644,8.95652,81,9.09293,9.02316
4,18ss,148.014,180.764,26.4851,6.30914,108,8.21152,8.51268
4,18ss,164.594,181.07,16.8087,0.996369,28,5.55174,1.0121
4,18ss,160.067,187.307,20.5271,0.849719,23,3.11106,0.790798
4,18ss,159.821,183.676,24.625,1.11062,28,5.33739,1.14602
4,18ss,96.9784,198.398,27.4907,0.883517,26,3.02372,0.939221
4,18ss,106.058,194.621,15.6012,1.49224,95,8.54283,12.3649
4,18ss,97.5749,194.989,18.3711,1.25512,98,7.83579,9.31178
4,18ss,105.813,199.003,20.685,1.01035,33,4.6997,1.24205
4,18ss,116.996,199.884,17.4659,0.918448,30,4.57855,1.01346
4,18ss,123.21,196.56,23.5232,0.998496,29,6.10594,1.37733
4,18ss,135.124,198.168,15.2416,1.17429,30,6.30377,1.55058
4,18ss,131.383,198.855,17.5284,0.989382,27,5.93897,1.0674
4,18ss,134.546,195.273,26.8834,0.892323,32,4.106,1.14275
4,18ss,94.6134,123.081,13.2125,3.54136,20,11.6613,1.33549
4,18ss,95.8948,128.632,16.151,5.36757,20,8.73162,1.48054
4,18ss,94.8198,134.899,20.8845,3.50556,24,6.55465,1.34948
4,18ss,99.8016,124.062,13.0273,7.94093,22,13.2287,1.97257
4,18ss,108.786,133.806,12.7146,21.1174,24,5.23083,4.42392
